log_id,customer_id,event_time,page,device,duration_sec
97,285,2024-07-01 13:03:00,/product,Desktop,25
98,285,2024-05-13 12:02:00,/home,Tablet,40
99,333,2024-06-05 08:27:00,/category,Tablet,290
100,80,2024-07-01 15:59:00,/home,Tablet,297
101,453,2024-03-28 17:33:00,/thankyou,Mobile,5
102,74,2024-09-23 11:45:00,/payment,Mobile,129
103,123,2024-09-27 23:04:00,/product,Desktop,171
104,73,2024-01-06 08:24:00,/product,Tablet,278
105,390,2024-07-28 11:30:00,/category,Mobile,275
106,391,2024-03-03 19:12:00,/offers,Mobile,179
107,96,2024-09-28 07:00:00,/category,Mobile,174
108,100,2024-01-08 14:46:00,/profile,Mobile,8
109,376,2024-10-04 07:40:00,/home,Mobile,288
110,462,2024-09-26 09:52:00,/home,Mobile,221
111,327,2024-08-31 15:50:00,/thankyou,Tablet,73
112,357,2024-02-03 19:51:00,/search,Tablet,9
113,169,2024-01-07 16:42:00,/search,Tablet,235
114,18,2024-06-30 16:33:00,/checkout,Desktop,179
115,480,2024-05-22 00:50:00,/thankyou,Tablet,60
116,456,2024-06-07 08:26:00,/offers,Desktop,223
117,242,2024-04-16 18:51:00,/checkout,Mobile,60
118,396,2024-06-11 12:43:00,/thankyou,Desktop,218
119,312,2024-06-10 20:27:00,/profile,Tablet,84
120,289,2024-07-12 06:08:00,/thankyou,Mobile,85
121,367,2024-08-31 07:27:00,/product,Desktop,117
122,251,2024-01-22 06:30:00,/category,Mobile,293
123,342,2024-01-21 11:08:00,/thankyou,Desktop,165
124,350,2024-02-25 09:03:00,/search,Tablet,120
125,158,2024-04-07 00:43:00,/profile,Desktop,266
126,334,2024-04-28 05:07:00,/category,Tablet,228
127,197,2024-10-07 02:55:00,/thankyou,Mobile,182
128,415,2024-02-14 19:54:00,/search,Desktop,4
129,82,2024-05-17 06:21:00,/cart,Desktop,124
130,227,2024-05-08 22:34:00,/cart,Desktop,128
131,274,2024-01-24 02:17:00,/cart,Mobile,270
132,135,2024-04-08 09:48:00,/search,Mobile,177
133,441,2024-09-03 04:04:00,/thankyou,Tablet,288
134,74,2024-07-30 04:14:00,/search,Mobile,147
135,237,2024-07-14 05:49:00,/home,Desktop,105
136,131,2024-08-24 18:23:00,/profile,Mobile,177
137,160,2024-03-02 09:34:00,/payment,Desktop,214
138,446,2024-06-05 15:25:00,/cart,Mobile,51
139,399,2024-07-21 17:28:00,/offers,Desktop,91
140,208,2024-07-25 07:53:00,/profile,Tablet,10
141,8,2024-10-06 22:05:00,/offers,Tablet,138
142,115,2024-10-07 06:38:00,/home,Mobile,153
143,281,2024-07-06 16:10:00,/offers,Tablet,54
144,208,2024-07-10 14:47:00,/home,Tablet,272
145,496,2024-01-25 23:08:00,/checkout,Mobile,261
146,351,2024-01-20 22:54:00,/product,Desktop,146
147,486,2024-07-24 06:18:00,/offers,Tablet,88
148,222,2024-02-03 15:57:00,/cart,Desktop,194
149,18,2024-10-06 15:36:00,/cart,Desktop,104
150,41,2024-05-14 19:15:00,/cart,Tablet,48
151,265,2024-02-13 06:29:00,/profile,Mobile,78
152,302,2024-04-13 17:45:00,/home,Desktop,174
153,4,2024-04-27 00:06:00,/offers,Tablet,118
154,142,2024-10-17 03:49:00,/search,Desktop,147
155,251,2024-07-30 08:42:00,/category,Mobile,245
156,102,2024-10-14 23:34:00,/thankyou,Tablet,50
157,105,2024-04-29 16:12:00,/product,Tablet,83
158,326,2024-09-06 23:44:00,/offers,Mobile,286
159,39,2024-07-05 11:47:00,/cart,Tablet,297
160,95,2024-07-05 23:29:00,/offers,Tablet,128
161,18,2024-03-30 03:00:00,/cart,Desktop,250
162,33,2024-07-27 01:45:00,/cart,Mobile,258
163,160,2024-02-07 16:09:00,/offers,Desktop,207
164,7,2024-03-20 17:26:00,/profile,Desktop,8
165,242,2024-03-22 14:07:00,/checkout,Tablet,261
166,37,2024-01-02 11:33:00,/home,Mobile,46
167,214,2024-09-03 18:19:00,/search,Mobile,272
168,262,2024-05-04 15:09:00,/category,Tablet,114
169,309,2024-10-03 11:13:00,/category,Mobile,30
170,398,2024-10-11 05:17:00,/product,Desktop,265
171,50,2024-05-20 14:31:00,/category,Desktop,128
172,304,2024-06-11 08:21:00,/thankyou,Tablet,265
173,374,2024-03-17 08:17:00,/product,Mobile,225
174,86,2024-06-02 17:27:00,/thankyou,Mobile,44
175,175,2024-08-09 22:56:00,/product,Mobile,27
176,419,2024-07-18 17:00:00,/offers,Mobile,34
177,348,2024-10-21 09:32:00,/thankyou,Desktop,20
178,44,2024-05-21 02:38:00,/product,Tablet,1
179,131,2024-05-30 14:56:00,/search,Mobile,20
180,288,2024-04-13 14:19:00,/product,Desktop,281
181,229,2024-06-06 17:11:00,/payment,Desktop,96
182,110,2024-08-17 18:35:00,/offers,Desktop,36
183,246,2024-04-23 04:26:00,/profile,Desktop,209
184,13,2024-07-31 06:25:00,/category,Tablet,170
185,328,2024-02-03 08:11:00,/thankyou,Tablet,292
186,441,2024-10-25 01:40:00,/thankyou,Desktop,243
187,150,2024-02-08 23:49:00,/thankyou,Tablet,281
188,129,2024-04-22 14:10:00,/thankyou,Tablet,125
189,346,2024-05-06 16:14:00,/payment,Desktop,44
190,464,2024-09-16 09:17:00,/payment,Mobile,176
191,247,2024-08-19 16:26:00,/profile,Tablet,186
192,289,2024-03-11 23:29:00,/category,Desktop,174
193,259,2024-04-29 14:07:00,/search,Tablet,263
194,467,2024-04-08 15:00:00,/checkout,Desktop,278
195,449,2024-10-16 05:40:00,/cart,Tablet,194
196,20,2024-05-24 04:27:00,/checkout,Desktop,167
197,3,2024-04-03 11:59:00,/thankyou,Desktop,32
198,80,2024-03-02 16:21:00,/offers,Mobile,171
199,405,2024-10-27 18:57:00,/offers,Mobile,204
200,389,2024-02-25 00:06:00,/cart,Desktop,211
201,107,2024-03-23 20:06:00,/checkout,Mobile,115
202,428,2024-09-17 01:03:00,/checkout,Mobile,252
203,131,2024-02-16 21:20:00,/product,Desktop,282
204,481,2024-01-05 17:29:00,/thankyou,Desktop,164
205,440,2024-03-02 00:31:00,/offers,Desktop,53
206,315,2024-08-24 00:06:00,/profile,Tablet,258
207,106,2024-04-15 23:09:00,/search,Mobile,66
208,319,2024-06-04 01:06:00,/product,Tablet,242
209,407,2024-07-06 20:04:00,/checkout,Mobile,184
210,462,2024-01-22 02:15:00,/thankyou,Desktop,230
211,187,2024-07-05 10:54:00,/profile,Desktop,267
212,194,2024-04-18 21:39:00,/product,Tablet,37
213,498,2024-01-06 23:23:00,/profile,Tablet,2
214,402,2024-06-23 13:27:00,/home,Desktop,162
215,246,2024-04-17 17:51:00,/checkout,Mobile,27
216,293,2024-07-26 00:13:00,/home,Tablet,221
217,476,2024-07-13 03:58:00,/thankyou,Tablet,35
218,338,2024-06-24 06:36:00,/search,Desktop,194
219,208,2024-01-11 23:39:00,/product,Desktop,150
220,356,2024-07-10 12:51:00,/category,Desktop,47
221,262,2024-02-13 10:00:00,/cart,Mobile,199
222,444,2024-08-19 11:12:00,/profile,Desktop,186
223,135,2024-07-20 00:34:00,/thankyou,Tablet,98
224,138,2024-04-02 14:15:00,/home,Desktop,100
225,121,2024-09-25 18:39:00,/product,Tablet,159
226,312,2024-08-10 20:05:00,/thankyou,Desktop,26
227,280,2024-02-29 17:32:00,/profile,Desktop,265
228,285,2024-01-19 09:50:00,/search,Desktop,11
229,99,2024-08-02 07:36:00,/checkout,Tablet,228
230,134,2024-06-19 03:35:00,/product,Tablet,200
231,62,2024-10-15 08:13:00,/profile,Tablet,29
232,444,2024-03-25 05:23:00,/category,Mobile,12
233,308,2024-05-29 10:02:00,/cart,Mobile,84
234,44,2024-04-11 09:22:00,/payment,Desktop,226
235,311,2024-01-16 01:23:00,/profile,Mobile,176
236,206,2024-07-17 19:00:00,/profile,Mobile,128
237,30,2024-07-14 21:52:00,/cart,Desktop,179
238,229,2024-09-26 06:45:00,/profile,Tablet,38
239,332,2024-07-08 03:43:00,/home,Desktop,51
240,121,2024-07-23 16:34:00,/profile,Desktop,195
241,250,2024-07-03 19:47:00,/cart,Tablet,66
242,369,2024-03-08 09:15:00,/category,Desktop,246
243,112,2024-08-27 02:42:00,/category,Desktop,242
244,161,2024-06-17 15:24:00,/category,Mobile,68
245,16,2024-06-05 11:25:00,/checkout,Tablet,13
246,473,2024-03-24 18:22:00,/category,Tablet,143
247,462,2024-06-01 06:56:00,/offers,Tablet,271
248,71,2024-07-12 20:04:00,/profile,Desktop,293
249,143,2024-03-02 08:02:00,/thankyou,Desktop,250
250,139,2024-10-06 17:46:00,/thankyou,Tablet,299
251,201,2024-01-05 17:43:00,/profile,Tablet,218
252,119,2024-10-16 02:41:00,/checkout,Mobile,277
253,355,2024-05-02 11:02:00,/category,Mobile,147
254,313,2024-01-28 23:26:00,/checkout,Desktop,134
255,239,2024-05-22 06:21:00,/profile,Mobile,232
256,71,2024-07-04 10:14:00,/checkout,Desktop,78
257,246,2024-10-14 14:03:00,/search,Mobile,172
258,130,2024-08-23 22:09:00,/product,Tablet,244
259,142,2024-01-29 15:34:00,/payment,Mobile,126
260,313,2024-03-04 08:37:00,/thankyou,Mobile,123
261,230,2024-10-06 05:44:00,/offers,Mobile,117
262,161,2024-07-30 17:51:00,/category,Tablet,59
263,347,2024-01-10 19:06:00,/payment,Tablet,254
264,246,2024-08-23 00:00:00,/profile,Desktop,16
265,55,2024-04-07 19:39:00,/category,Mobile,89
266,166,2024-07-20 15:25:00,/category,Desktop,156
267,396,2024-07-20 08:21:00,/search,Desktop,247
268,35,2024-09-22 13:45:00,/product,Desktop,209
269,375,2024-08-13 18:00:00,/thankyou,Mobile,207
270,462,2024-04-29 07:43:00,/offers,Desktop,107
271,406,2024-09-30 04:04:00,/cart,Mobile,102
272,73,2024-07-28 04:25:00,/checkout,Tablet,265
273,216,2024-06-04 00:55:00,/category,Desktop,207
274,204,2024-07-06 09:26:00,/category,Desktop,232
275,16,2024-06-09 07:40:00,/thankyou,Desktop,138
276,494,2024-05-07 08:45:00,/category,Tablet,173
277,148,2024-02-22 04:30:00,/search,Tablet,239
278,195,2024-03-28 01:39:00,/offers,Tablet,17
279,435,2024-02-09 23:54:00,/product,Tablet,128
280,460,2024-05-10 17:19:00,/product,Tablet,5
281,470,2024-01-13 23:00:00,/category,Mobile,10
282,182,2024-05-06 13:09:00,/payment,Mobile,148
283,325,2024-06-30 13:37:00,/offers,Desktop,215
284,307,2024-01-21 01:18:00,/search,Tablet,87
285,449,2024-04-21 06:25:00,/search,Desktop,69
286,413,2024-06-02 00:29:00,/checkout,Mobile,161
287,327,2024-08-21 11:09:00,/offers,Tablet,137
288,356,2024-03-15 15:46:00,/thankyou,Tablet,214
289,500,2024-02-17 22:14:00,/product,Desktop,230
290,417,2024-10-19 06:44:00,/cart,Mobile,123
291,425,2024-06-17 14:52:00,/category,Desktop,80
292,11,2024-02-17 18:49:00,/checkout,Desktop,165
293,230,2024-07-20 12:54:00,/search,Desktop,90
294,453,2024-10-21 12:25:00,/home,Tablet,213
295,145,2024-02-03 00:28:00,/cart,Mobile,274
296,158,2024-02-02 21:43:00,/profile,Mobile,93
297,327,2024-07-27 12:34:00,/product,Mobile,131
298,325,2024-08-07 12:36:00,/payment,Desktop,220
299,383,2024-02-02 04:21:00,/home,Mobile,278
300,144,2024-07-29 15:31:00,/product,Desktop,134
301,155,2024-01-27 02:35:00,/category,Tablet,89
302,362,2024-09-18 20:32:00,/search,Desktop,108
303,424,2024-06-19 07:14:00,/payment,Tablet,135
304,423,2024-04-02 11:42:00,/thankyou,Mobile,273
305,343,2024-08-04 22:04:00,/home,Desktop,262
306,44,2024-05-07 17:17:00,/checkout,Tablet,233
307,408,2024-06-19 02:29:00,/cart,Tablet,132
308,397,2024-01-23 15:48:00,/checkout,Tablet,46
309,258,2024-06-11 00:37:00,/payment,Tablet,275
310,453,2024-03-11 22:51:00,/checkout,Mobile,178
311,344,2024-06-10 09:11:00,/thankyou,Tablet,180
312,40,2024-03-08 02:01:00,/thankyou,Tablet,12
313,339,2024-08-08 03:42:00,/search,Tablet,179
314,395,2024-08-20 07:27:00,/profile,Mobile,169
315,123,2024-01-01 07:55:00,/search,Desktop,274
316,140,2024-07-12 10:33:00,/cart,Tablet,129
317,139,2024-03-06 18:40:00,/home,Tablet,165
318,131,2024-01-09 02:05:00,/category,Mobile,108
319,56,2024-10-21 12:06:00,/home,Desktop,287
320,255,2024-05-04 00:30:00,/payment,Tablet,97
321,298,2024-01-14 01:17:00,/cart,Desktop,108
322,485,2024-04-05 21:15:00,/product,Desktop,73
323,13,2024-06-18 23:15:00,/payment,Tablet,189
324,362,2024-06-26 13:03:00,/product,Tablet,155
325,311,2024-09-11 12:40:00,/thankyou,Desktop,227
326,280,2024-04-22 07:49:00,/category,Mobile,298
327,396,2024-05-28 07:05:00,/search,Mobile,297
328,350,2024-06-28 02:42:00,/offers,Tablet,261
329,181,2024-08-15 18:40:00,/profile,Tablet,96
330,403,2024-09-28 00:30:00,/category,Desktop,247
331,93,2024-09-17 08:16:00,/category,Desktop,266
332,102,2024-01-07 23:16:00,/search,Tablet,288
333,222,2024-07-04 21:32:00,/category,Tablet,268
334,150,2024-07-25 21:40:00,/home,Desktop,150
335,175,2024-08-02 05:22:00,/payment,Tablet,194
336,328,2024-08-27 00:07:00,/cart,Mobile,230
337,51,2024-09-30 21:48:00,/offers,Desktop,183
338,267,2024-08-19 11:12:00,/home,Tablet,283
339,446,2024-01-17 22:40:00,/product,Mobile,249
340,175,2024-03-05 01:33:00,/checkout,Desktop,300
341,467,2024-01-25 15:47:00,/checkout,Mobile,298
342,11,2024-07-23 08:51:00,/offers,Desktop,246
343,254,2024-04-07 20:57:00,/product,Mobile,77
344,153,2024-05-10 09:10:00,/home,Tablet,245
345,121,2024-02-21 19:35:00,/profile,Mobile,278
346,335,2024-01-01 04:07:00,/search,Mobile,30
347,388,2024-04-10 13:34:00,/profile,Mobile,37
348,377,2024-07-21 21:06:00,/checkout,Mobile,222
349,43,2024-07-19 14:10:00,/thankyou,Desktop,248
350,34,2024-01-15 16:40:00,/category,Mobile,178
351,94,2024-08-14 11:39:00,/thankyou,Desktop,70
352,359,2024-01-13 18:33:00,/cart,Mobile,99
353,6,2024-01-03 02:34:00,/thankyou,Mobile,269
354,114,2024-04-01 03:05:00,/payment,Mobile,292
355,479,2024-01-24 02:01:00,/profile,Desktop,36
356,414,2024-07-15 12:53:00,/checkout,Mobile,20
357,282,2024-07-12 00:49:00,/checkout,Mobile,285
358,439,2024-04-30 03:17:00,/thankyou,Desktop,72
359,109,2024-03-07 10:15:00,/thankyou,Tablet,130
360,144,2024-08-30 03:56:00,/home,Desktop,25
361,405,2024-07-20 02:05:00,/thankyou,Desktop,122
362,252,2024-08-20 18:02:00,/offers,Tablet,85
363,38,2024-05-10 04:10:00,/offers,Mobile,21
364,31,2024-08-23 05:29:00,/category,Mobile,258
365,339,2024-05-11 16:04:00,/category,Tablet,24
366,372,2024-02-23 22:22:00,/search,Desktop,32
367,377,2024-06-25 13:20:00,/checkout,Desktop,220
368,379,2024-06-18 18:24:00,/payment,Desktop,187
369,231,2024-01-11 07:41:00,/cart,Desktop,237
370,446,2024-06-12 21:36:00,/category,Tablet,144
371,394,2024-09-07 20:35:00,/search,Mobile,299
372,390,2024-10-25 21:21:00,/cart,Tablet,248
373,271,2024-05-24 18:25:00,/thankyou,Desktop,84
374,112,2024-01-23 18:21:00,/home,Desktop,162
375,430,2024-04-19 06:36:00,/checkout,Mobile,13
376,136,2024-10-05 05:56:00,/home,Desktop,17
377,2,2024-01-13 05:15:00,/thankyou,Desktop,179
378,173,2024-05-14 15:14:00,/payment,Mobile,223
379,413,2024-05-28 03:03:00,/thankyou,Mobile,271
380,72,2024-06-23 02:45:00,/search,Desktop,73
381,420,2024-04-13 01:47:00,/cart,Desktop,260
382,84,2024-02-15 16:12:00,/product,Desktop,116
383,351,2024-05-07 00:59:00,/offers,Mobile,133
384,284,2024-01-07 18:16:00,/offers,Tablet,220
385,451,2024-02-10 03:39:00,/product,Desktop,258
386,11,2024-06-03 10:23:00,/cart,Mobile,204
387,164,2024-08-25 16:30:00,/product,Mobile,52
388,69,2024-08-15 03:39:00,/thankyou,Tablet,55
389,1,2024-10-16 18:07:00,/search,Tablet,233
390,213,2024-08-07 07:57:00,/payment,Mobile,44
391,171,2024-03-18 14:16:00,/profile,Mobile,232
392,59,2024-02-07 00:25:00,/profile,Mobile,203
393,274,2024-07-29 17:57:00,/thankyou,Desktop,215
394,378,2024-06-06 03:26:00,/checkout,Desktop,121
395,180,2024-06-08 14:35:00,/offers,Tablet,172
396,99,2024-08-26 09:57:00,/product,Desktop,89
397,163,2024-08-23 15:09:00,/thankyou,Tablet,299
398,428,2024-10-18 21:50:00,/profile,Tablet,247
399,416,2024-04-23 23:13:00,/category,Desktop,46
400,199,2024-07-16 01:09:00,/cart,Tablet,83
401,499,2024-05-07 22:24:00,/profile,Tablet,16
402,52,2024-05-15 23:05:00,/home,Tablet,181
403,365,2024-02-01 23:10:00,/profile,Tablet,40
404,180,2024-02-19 21:11:00,/category,Desktop,114
405,73,2024-04-24 01:58:00,/checkout,Desktop,252
406,78,2024-06-21 20:10:00,/thankyou,Mobile,47
407,186,2024-06-25 23:26:00,/cart,Mobile,259
408,397,2024-05-29 03:07:00,/thankyou,Mobile,297
409,350,2024-01-09 14:49:00,/product,Tablet,261
410,45,2024-06-13 23:44:00,/thankyou,Desktop,28
411,339,2024-04-08 00:54:00,/category,Tablet,30
412,180,2024-02-12 21:48:00,/offers,Mobile,135
413,477,2024-04-12 09:21:00,/category,Mobile,209
414,128,2024-06-13 14:51:00,/offers,Mobile,268
415,256,2024-08-14 21:00:00,/cart,Desktop,250
416,75,2024-05-30 23:56:00,/checkout,Mobile,218
417,238,2024-07-17 04:55:00,/search,Tablet,252
418,382,2024-05-28 08:14:00,/home,Tablet,209
419,147,2024-09-12 10:17:00,/product,Tablet,103
420,72,2024-07-19 18:01:00,/cart,Tablet,155
421,268,2024-09-04 00:49:00,/category,Tablet,89
422,299,2024-06-20 03:33:00,/thankyou,Tablet,87
423,287,2024-01-21 18:59:00,/checkout,Desktop,136
424,270,2024-03-20 12:53:00,/product,Desktop,245
425,464,2024-04-15 07:37:00,/search,Mobile,173
426,267,2024-02-19 04:27:00,/offers,Desktop,202
427,207,2024-04-24 09:04:00,/home,Desktop,54
428,319,2024-08-14 08:36:00,/checkout,Desktop,218
429,175,2024-04-03 04:24:00,/checkout,Desktop,206
430,265,2024-06-18 03:55:00,/thankyou,Tablet,92
431,35,2024-09-01 12:39:00,/search,Desktop,54
432,127,2024-07-09 23:28:00,/product,Tablet,284
433,153,2024-06-16 08:53:00,/profile,Mobile,168
434,4,2024-01-12 12:05:00,/profile,Desktop,171
435,364,2024-09-26 01:29:00,/profile,Desktop,215
436,160,2024-09-30 15:41:00,/offers,Desktop,59
437,116,2024-10-06 22:44:00,/cart,Mobile,92
438,234,2024-08-11 01:35:00,/profile,Tablet,121
439,101,2024-06-28 20:42:00,/checkout,Tablet,91
440,327,2024-03-06 08:44:00,/payment,Mobile,147
441,423,2024-10-04 18:19:00,/search,Desktop,8
442,340,2024-04-06 12:26:00,/cart,Desktop,56
443,250,2024-08-05 23:53:00,/payment,Desktop,209
444,55,2024-05-14 03:22:00,/search,Tablet,297
445,336,2024-02-25 01:06:00,/search,Desktop,237
446,443,2024-04-23 19:23:00,/search,Tablet,87
447,425,2024-10-22 17:17:00,/cart,Desktop,267
448,129,2024-05-24 19:06:00,/home,Tablet,51
449,69,2024-08-22 16:12:00,/search,Mobile,227
450,251,2024-02-23 10:58:00,/thankyou,Tablet,257
451,174,2024-04-09 20:32:00,/home,Tablet,50
452,349,2024-08-18 09:37:00,/checkout,Desktop,292
453,466,2024-05-09 00:28:00,/offers,Mobile,99
454,15,2024-10-02 20:18:00,/product,Mobile,290
455,326,2024-01-23 13:44:00,/checkout,Mobile,200
456,167,2024-10-11 10:05:00,/home,Mobile,290
457,126,2024-08-25 14:21:00,/checkout,Desktop,65
458,421,2024-07-31 21:50:00,/payment,Tablet,232
459,495,2024-03-07 17:54:00,/home,Mobile,122
460,282,2024-07-16 10:55:00,/thankyou,Mobile,212
461,23,2024-01-07 18:55:00,/home,Desktop,297
462,279,2024-01-14 22:50:00,/search,Tablet,283
463,262,2024-01-07 00:14:00,/cart,Mobile,1
464,171,2024-04-09 15:34:00,/offers,Mobile,280
465,498,2024-07-22 17:52:00,/profile,Tablet,83
466,403,2024-03-20 01:44:00,/cart,Mobile,233
467,37,2024-02-01 18:30:00,/search,Desktop,293
468,378,2024-03-28 05:40:00,/cart,Tablet,240
469,194,2024-07-19 05:42:00,/search,Desktop,138
470,36,2024-06-27 23:47:00,/search,Tablet,288
471,31,2024-08-16 00:05:00,/product,Desktop,69
472,318,2024-03-26 23:42:00,/category,Desktop,80
473,340,2024-10-13 13:57:00,/cart,Desktop,276
474,394,2024-05-01 10:27:00,/category,Mobile,200
475,103,2024-10-13 19:53:00,/offers,Desktop,138
476,316,2024-06-14 11:59:00,/category,Mobile,28
477,313,2024-03-13 07:50:00,/cart,Desktop,186
478,435,2024-09-25 17:12:00,/payment,Desktop,77
479,457,2024-09-20 22:10:00,/cart,Desktop,205
480,336,2024-04-20 22:06:00,/offers,Tablet,50
481,455,2024-08-10 02:47:00,/category,Mobile,180
482,165,2024-10-11 16:39:00,/payment,Mobile,10
483,358,2024-03-17 20:02:00,/thankyou,Mobile,140
484,369,2024-10-26 20:31:00,/home,Tablet,153
485,34,2024-08-07 15:58:00,/category,Desktop,81
486,334,2024-01-22 06:23:00,/profile,Tablet,261
487,315,2024-02-19 09:22:00,/payment,Desktop,278
488,42,2024-02-06 19:11:00,/category,Mobile,243
489,321,2024-03-23 17:31:00,/checkout,Desktop,265
490,155,2024-10-01 16:30:00,/checkout,Tablet,132
491,22,2024-01-23 19:40:00,/product,Desktop,95
492,283,2024-09-21 13:34:00,/payment,Tablet,277
493,431,2024-01-12 16:50:00,/product,Mobile,29
494,286,2024-01-12 12:08:00,/profile,Mobile,42
495,292,2024-09-11 09:44:00,/cart,Tablet,165
496,229,2024-06-13 23:24:00,/product,Tablet,66
497,170,2024-06-25 23:48:00,/payment,Tablet,216
498,257,2024-01-13 23:58:00,/offers,Desktop,218
