line_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
79,10029,50,4,78187.47,20,250199.9
80,10030,68,2,5926.86,10,10668.35
81,10031,72,1,10643.94,5,10111.74
82,10031,68,4,5926.86,20,18965.95
83,10031,79,1,11150.26,0,11150.26
84,10031,4,3,68610.42,20,164665.01
85,10032,55,2,1301.86,0,2603.72
86,10032,59,1,26571.8,10,23914.62
87,10032,59,4,26571.8,0,106287.2
88,10032,77,2,58001.27,0,116002.54
89,10032,3,1,37907.83,0,37907.83
90,10033,46,4,79334.39,20,253870.05
91,10033,81,2,33717.13,5,64062.55
92,10033,2,3,24026.09,0,72078.27
93,10033,71,1,75439.67,20,60351.74
94,10034,48,2,38106.61,0,76213.22
95,10034,60,3,57946.88,0,173840.64
96,10034,66,3,34576.24,0,103728.72
97,10034,59,4,26571.8,5,100972.84
98,10034,38,1,57789.31,15,49120.91
99,10035,63,3,31766.41,5,90534.27
100,10035,78,2,41712.31,20,66739.7
101,10036,13,2,16984.03,0,33968.06
102,10037,78,4,41712.31,0,166849.24
103,10038,35,2,4882.99,0,9765.98
104,10038,19,4,7933.73,0,31734.92
105,10038,66,1,34576.24,5,32847.43
106,10038,7,3,26454.53,15,67459.05
107,10039,35,2,4882.99,0,9765.98
108,10039,71,3,75439.67,15,192371.16
109,10039,38,3,57789.31,5,164699.53
110,10040,41,4,41974.61,20,134318.75
111,10041,17,1,37326.72,20,29861.38
112,10041,74,2,7215.03,0,14430.06
113,10041,47,4,7525.37,20,24081.18
114,10041,1,1,25532.82,15,21702.9
115,10041,7,1,26454.53,15,22486.35
116,10042,29,3,13582.79,5,38710.95
117,10042,36,1,52759.78,5,50121.79
118,10042,22,2,59313.13,20,94901.01
119,10042,18,3,20961.85,20,50308.44
120,10043,23,2,74783.92,10,134611.06
121,10043,79,3,11150.26,15,28433.16
122,10043,36,1,52759.78,0,52759.78
123,10043,12,4,69564.43,10,250431.95
124,10044,24,2,12235.29,15,20799.99
125,10044,34,4,780.86,0,3123.44
126,10044,12,2,69564.43,5,132172.42
127,10044,10,4,3211.83,10,11562.59
128,10044,48,1,38106.61,5,36201.28
129,10045,8,3,67778.31,10,183001.44
130,10046,12,1,69564.43,10,62607.99
131,10047,1,2,25532.82,20,40852.51
132,10047,60,1,57946.88,20,46357.5
133,10047,85,1,67336.99,0,67336.99
134,10048,55,1,1301.86,15,1106.58
135,10048,6,3,42422.85,0,127268.55
136,10049,7,2,26454.53,0,52909.06
137,10049,6,1,42422.85,5,40301.71
138,10049,10,4,3211.83,10,11562.59
139,10049,41,1,41974.61,0,41974.61
140,10050,33,1,67411.45,10,60670.31
141,10050,74,3,7215.03,10,19480.58
142,10050,42,3,42140.16,0,126420.48
143,10050,83,2,47524.82,20,76039.71
144,10051,67,4,6901.24,5,26224.71
145,10051,76,2,23383.2,20,37413.12
146,10051,53,3,54770.08,0,164310.24
147,10051,77,3,58001.27,0,174003.81
148,10051,61,1,4343.03,5,4125.88
149,10052,80,2,11717.49,5,22263.23
150,10053,40,1,64503.11,0,64503.11
151,10053,10,1,3211.83,0,3211.83
152,10054,6,2,42422.85,0,84845.7
153,10054,72,4,10643.94,0,42575.76
154,10054,24,1,12235.29,5,11623.53
155,10055,28,3,36893.28,5,105145.85
156,10055,33,2,67411.45,0,134822.9
157,10055,20,4,60942.24,10,219392.06
158,10056,52,3,38066.25,10,102778.88
159,10057,5,4,45012.76,5,171048.49
160,10057,25,2,45604.67,15,77527.94
161,10057,33,3,67411.45,10,182010.91
162,10057,65,2,18289.66,10,32921.39
163,10058,23,3,74783.92,20,179481.41
164,10058,30,4,73356.11,20,234739.55
165,10058,81,3,33717.13,5,96093.82
166,10059,70,1,25368.42,0,25368.42
167,10059,43,1,6367.59,5,6049.21
168,10060,36,1,52759.78,5,50121.79
169,10060,47,4,7525.37,10,27091.33
170,10060,43,3,6367.59,0,19102.77
171,10060,47,4,7525.37,0,30101.48
172,10061,73,2,44580.95,15,75787.61
173,10061,2,1,24026.09,10,21623.48
174,10062,42,1,42140.16,0,42140.16
175,10062,64,3,21902.5,15,55851.38
176,10062,4,1,68610.42,0,68610.42
177,10063,11,1,53732.47,5,51045.85
178,10064,50,1,78187.47,10,70368.72
179,10064,3,2,37907.83,0,75815.66
180,10064,38,4,57789.31,15,196483.65
181,10064,50,1,78187.47,15,66459.35
182,10064,23,2,74783.92,15,127132.66
183,10065,52,3,38066.25,0,114198.75
184,10066,35,1,4882.99,15,4150.54
185,10066,23,1,74783.92,0,74783.92
186,10066,86,2,35245.82,0,70491.64
187,10067,41,3,41974.61,20,100739.06
188,10067,8,1,67778.31,0,67778.31
189,10067,54,1,52665.83,0,52665.83
190,10067,41,1,41974.61,0,41974.61
191,10068,24,3,12235.29,20,29364.7
192,10068,84,3,10882.39,5,31014.81
193,10069,44,1,45221.92,5,42960.82
194,10069,37,1,44153.9,20,35323.12
195,10069,64,1,21902.5,20,17522.0
196,10069,57,2,74313.55,20,118901.68
197,10069,17,4,37326.72,10,134376.19
198,10070,7,3,26454.53,15,67459.05
199,10070,76,3,23383.2,15,59627.16
200,10070,4,2,68610.42,15,116637.71
201,10070,9,1,21513.5,0,21513.5
202,10070,51,3,73536.22,15,187517.36
203,10071,28,3,36893.28,20,88543.87
204,10071,2,2,24026.09,15,40844.35
205,10071,75,1,47863.6,0,47863.6
206,10071,36,3,52759.78,0,158279.34
207,10071,5,2,45012.76,5,85524.24
208,10072,65,3,18289.66,0,54868.98
209,10073,70,3,25368.42,15,64689.47
210,10074,13,2,16984.03,15,28872.85
211,10074,44,2,45221.92,10,81399.46
212,10074,46,3,79334.39,20,190402.54
213,10074,32,3,3928.73,15,10018.26
214,10074,73,3,44580.95,0,133742.85
215,10075,47,4,7525.37,0,30101.48
216,10076,8,4,67778.31,5,257557.58
217,10077,74,1,7215.03,15,6132.78
218,10077,3,4,37907.83,10,136468.19
219,10077,55,1,1301.86,0,1301.86
220,10077,70,4,25368.42,15,86252.63
221,10077,57,4,74313.55,0,297254.2
222,10078,31,4,41939.36,10,150981.7
223,10079,17,2,37326.72,15,63455.42
224,10079,25,3,45604.67,0,136814.01
225,10079,75,3,47863.6,20,114872.64
226,10080,3,1,37907.83,5,36012.44
227,10080,63,4,31766.41,5,120712.36
228,10081,43,3,6367.59,0,19102.77
229,10081,28,2,36893.28,15,62718.58
230,10082,2,1,24026.09,5,22824.79
231,10082,28,4,36893.28,0,147573.12
232,10082,33,2,67411.45,5,128081.75
233,10083,37,1,44153.9,5,41946.21
234,10083,69,3,56948.59,0,170845.77
235,10084,8,2,67778.31,15,115223.13
236,10084,74,2,7215.03,0,14430.06
237,10084,29,3,13582.79,0,40748.37
238,10084,13,1,16984.03,0,16984.03
239,10084,5,1,45012.76,15,38260.85
240,10085,87,1,10933.15,0,10933.15
241,10085,32,1,3928.73,15,3339.42
242,10085,70,4,25368.42,10,91326.31
243,10085,33,2,67411.45,0,134822.9
244,10086,15,1,48371.9,5,45953.31
245,10086,51,4,73536.22,0,294144.88
246,10087,79,1,11150.26,0,11150.26
247,10087,87,3,10933.15,5,31159.48
248,10088,73,4,44580.95,0,178323.8
249,10088,73,2,44580.95,0,89161.9
250,10088,22,4,59313.13,0,237252.52
251,10089,51,1,73536.22,0,73536.22
252,10089,31,4,41939.36,15,142593.82
253,10090,2,2,24026.09,5,45649.57
254,10090,48,3,38106.61,10,102887.85
255,10091,10,3,3211.83,5,9153.72
256,10091,60,1,57946.88,15,49254.85
257,10092,17,1,37326.72,5,35460.38
258,10092,15,1,48371.9,20,38697.52
259,10092,45,2,24032.97,0,48065.94
260,10092,71,1,75439.67,0,75439.67
261,10092,25,4,45604.67,15,155055.88
262,10093,13,2,16984.03,0,33968.06
263,10093,46,1,79334.39,10,71400.95
264,10094,63,1,31766.41,15,27001.45
265,10094,47,1,7525.37,5,7149.1
266,10094,14,1,59762.99,10,53786.69
267,10094,56,2,60192.74,10,108346.93
268,10094,48,3,38106.61,10,102887.85
269,10095,11,3,53732.47,10,145077.67
270,10095,60,4,57946.88,0,231787.52
271,10095,13,4,16984.03,10,61142.51
272,10095,67,1,6901.24,15,5866.05
273,10095,7,3,26454.53,0,79363.59
274,10096,69,2,56948.59,0,113897.18
275,10096,71,4,75439.67,10,271582.81
276,10096,20,4,60942.24,0,243768.96
277,10096,66,3,34576.24,0,103728.72
278,10097,7,1,26454.53,10,23809.08
279,10097,18,2,20961.85,15,35635.14
280,10097,62,2,27280.39,0,54560.78
281,10098,23,2,74783.92,10,134611.06
282,10099,69,2,56948.59,15,96812.6
283,10099,30,2,73356.11,15,124705.39
284,10099,20,1,60942.24,0,60942.24
285,10100,36,3,52759.78,5,150365.37
286,10101,84,2,10882.39,15,18500.06
287,10101,17,1,37326.72,0,37326.72
288,10101,54,3,52665.83,10,142197.74
289,10102,26,1,52385.91,15,44528.02
290,10102,17,1,37326.72,0,37326.72
291,10102,5,2,45012.76,0,90025.52
292,10102,36,2,52759.78,0,105519.56
293,10102,17,2,37326.72,15,63455.42
294,10103,64,3,21902.5,20,52566.0
295,10103,17,1,37326.72,0,37326.72
296,10103,48,2,38106.61,0,76213.22
297,10103,17,1,37326.72,5,35460.38
298,10104,7,4,26454.53,0,105818.12
299,10104,51,2,73536.22,0,147072.44
300,10104,8,3,67778.31,15,172834.69
301,10105,30,4,73356.11,5,278753.22
302,10105,59,3,26571.8,5,75729.63
303,10105,75,1,47863.6,10,43077.24
304,10105,69,2,56948.59,0,113897.18
305,10105,10,1,3211.83,15,2730.06
306,10106,77,1,58001.27,5,55101.21
307,10106,10,4,3211.83,0,12847.32
308,10107,78,1,41712.31,20,33369.85
309,10107,21,2,29687.86,0,59375.72
310,10107,4,3,68610.42,0,205831.26
311,10107,70,3,25368.42,0,76105.26
312,10108,50,4,78187.47,0,312749.88
313,10108,20,1,60942.24,20,48753.79
314,10108,26,1,52385.91,5,49766.61
315,10108,63,1,31766.41,10,28589.77
316,10108,8,3,67778.31,5,193168.18
317,10109,48,4,38106.61,20,121941.15
318,10109,51,4,73536.22,20,235315.9
319,10109,6,4,42422.85,0,169691.4
320,10109,51,2,73536.22,0,147072.44
321,10109,74,4,7215.03,0,28860.12
322,10110,8,3,67778.31,10,183001.44
323,10110,37,3,44153.9,0,132461.7
324,10110,84,1,10882.39,5,10338.27
325,10111,51,2,73536.22,15,125011.57
326,10111,40,2,64503.11,15,109655.29
327,10111,29,4,13582.79,0,54331.16
328,10111,2,3,24026.09,15,61266.53
329,10112,49,2,6660.76,5,12655.44
330,10112,25,2,45604.67,20,72967.47
331,10112,22,4,59313.13,0,237252.52
332,10112,56,1,60192.74,0,60192.74
333,10112,38,2,57789.31,0,115578.62
334,10113,53,2,54770.08,20,87632.13
335,10113,44,3,45221.92,0,135665.76
336,10114,13,1,16984.03,10,15285.63
337,10114,64,1,21902.5,15,18617.12
338,10115,53,2,54770.08,15,93109.14
339,10115,31,3,41939.36,20,100654.46
340,10115,11,4,53732.47,0,214929.88
341,10115,29,2,13582.79,10,24449.02
342,10115,44,2,45221.92,0,90443.84
343,10116,59,2,26571.8,0,53143.6
344,10116,86,1,35245.82,0,35245.82
345,10116,69,2,56948.59,0,113897.18
346,10117,34,2,780.86,20,1249.38
347,10117,5,2,45012.76,0,90025.52
348,10118,47,4,7525.37,5,28596.41
349,10119,48,3,38106.61,0,114319.83
350,10120,50,3,78187.47,5,222834.29
351,10120,43,4,6367.59,5,24196.84
352,10120,76,3,23383.2,15,59627.16
353,10120,82,3,20173.39,0,60520.17
354,10121,31,4,41939.36,0,167757.44
355,10121,73,4,44580.95,20,142659.04
356,10121,35,4,4882.99,5,18555.36
357,10122,65,4,18289.66,20,58526.91
358,10122,9,4,21513.5,0,86054.0
359,10122,36,2,52759.78,0,105519.56
360,10122,23,3,74783.92,0,224351.76
361,10122,48,1,38106.61,10,34295.95
362,10123,74,3,7215.03,20,17316.07
363,10124,40,1,64503.11,20,51602.49
364,10124,44,2,45221.92,20,72355.07
365,10124,52,2,38066.25,0,76132.5
366,10124,48,4,38106.61,5,144805.12
367,10124,39,4,40202.17,0,160808.68
368,10125,31,1,41939.36,5,39842.39
369,10126,18,2,20961.85,0,41923.7
370,10126,76,1,23383.2,0,23383.2
371,10126,24,4,12235.29,0,48941.16
372,10127,7,3,26454.53,15,67459.05
373,10127,70,2,25368.42,0,50736.84
374,10127,21,4,29687.86,20,95001.15
375,10128,39,3,40202.17,0,120606.51
376,10129,8,4,67778.31,10,244001.92
377,10129,53,2,54770.08,15,93109.14
378,10130,29,1,13582.79,15,11545.37
379,10130,3,1,37907.83,10,34117.05
380,10130,83,1,47524.82,5,45148.58
381,10130,68,3,5926.86,0,17780.58
382,10131,16,1,44188.74,0,44188.74
383,10131,71,4,75439.67,0,301758.68
384,10132,36,3,52759.78,0,158279.34
385,10132,27,3,77322.34,20,185573.62
386,10132,85,3,67336.99,15,171709.32
387,10132,23,4,74783.92,10,269222.11
388,10132,59,3,26571.8,0,79715.4
389,10133,7,1,26454.53,5,25131.8
390,10133,25,2,45604.67,20,72967.47
391,10133,83,1,47524.82,15,40396.1
392,10133,68,4,5926.86,20,18965.95
393,10134,19,2,7933.73,5,15074.09
394,10134,60,4,57946.88,0,231787.52
395,10134,74,4,7215.03,5,27417.11
396,10135,53,2,54770.08,0,109540.16
397,10135,60,1,57946.88,0,57946.88
398,10135,36,1,52759.78,15,44845.81
399,10136,81,3,33717.13,20,80921.11
400,10137,57,1,74313.55,0,74313.55
401,10137,48,3,38106.61,15,97171.86
402,10138,85,1,67336.99,0,67336.99
403,10138,4,2,68610.42,5,130359.8
404,10138,23,2,74783.92,0,149567.84
405,10138,40,2,64503.11,0,129006.22
406,10138,60,2,57946.88,0,115893.76
407,10139,4,3,68610.42,0,205831.26
408,10139,74,1,7215.03,20,5772.02
409,10139,28,4,36893.28,10,132815.81
410,10139,81,1,33717.13,5,32031.27
411,10140,5,2,45012.76,0,90025.52
412,10140,26,4,52385.91,10,188589.28
413,10141,45,2,24032.97,10,43259.35
414,10141,51,2,73536.22,15,125011.57
415,10141,4,2,68610.42,10,123498.76
416,10142,32,3,3928.73,0,11786.19
417,10142,48,3,38106.61,20,91455.86
418,10142,85,2,67336.99,0,134673.98
419,10142,19,2,7933.73,0,15867.46
420,10143,30,2,73356.11,10,132041.0
421,10143,78,2,41712.31,0,83424.62
422,10143,37,3,44153.9,20,105969.36
423,10143,61,2,4343.03,20,6948.85
424,10144,29,2,13582.79,0,27165.58
425,10144,55,4,1301.86,0,5207.44
426,10144,65,3,18289.66,0,54868.98
427,10145,51,1,73536.22,0,73536.22
428,10145,71,4,75439.67,0,301758.68
429,10145,66,2,34576.24,5,65694.86
430,10145,78,4,41712.31,20,133479.39
431,10146,65,2,18289.66,20,29263.46
432,10147,49,1,6660.76,0,6660.76
433,10147,2,4,24026.09,0,96104.36
434,10148,51,1,73536.22,0,73536.22
435,10148,83,2,47524.82,10,85544.68
436,10149,81,2,33717.13,15,57319.12
437,10149,12,4,69564.43,15,236519.06
438,10149,81,4,33717.13,15,114638.24
439,10149,34,3,780.86,20,1874.06
440,10149,52,4,38066.25,0,152265.0
441,10150,57,3,74313.55,0,222940.65
442,10150,19,2,7933.73,0,15867.46
443,10150,20,2,60942.24,0,121884.48
444,10151,3,1,37907.83,20,30326.26
445,10151,78,3,41712.31,0,125136.93
446,10151,20,3,60942.24,10,164544.05
447,10151,86,2,35245.82,15,59917.89
448,10151,86,2,35245.82,0,70491.64
449,10152,52,1,38066.25,5,36162.94
450,10152,24,3,12235.29,0,36705.87
451,10152,48,1,38106.61,5,36201.28
452,10153,82,4,20173.39,20,64554.85
453,10153,32,1,3928.73,20,3142.98
454,10154,69,1,56948.59,0,56948.59
455,10155,63,3,31766.41,0,95299.23
456,10155,31,1,41939.36,5,39842.39
457,10155,86,3,35245.82,0,105737.46
458,10155,72,3,10643.94,20,25545.46
459,10156,84,3,10882.39,0,32647.17
460,10157,85,1,67336.99,0,67336.99
461,10158,23,4,74783.92,15,254265.33
462,10158,8,3,67778.31,15,172834.69
463,10158,52,2,38066.25,10,68519.25
464,10158,61,3,4343.03,5,12377.64
465,10159,41,3,41974.61,20,100739.06
466,10160,6,3,42422.85,0,127268.55
467,10160,33,1,67411.45,20,53929.16
468,10160,23,1,74783.92,0,74783.92
469,10160,12,4,69564.43,15,236519.06
470,10161,10,1,3211.83,10,2890.65
471,10161,87,3,10933.15,0,32799.45
472,10161,55,3,1301.86,0,3905.58
473,10162,86,1,35245.82,10,31721.24
474,10162,49,2,6660.76,10,11989.37
475,10162,42,4,42140.16,10,151704.58
476,10162,64,3,21902.5,20,52566.0
477,10162,24,1,12235.29,5,11623.53
478,10163,18,1,20961.85,0,20961.85
479,10164,56,2,60192.74,15,102327.66
480,10164,2,1,24026.09,10,21623.48
481,10165,13,2,16984.03,15,28872.85
482,10165,85,1,67336.99,0,67336.99
483,10165,40,1,64503.11,0,64503.11
484,10165,74,2,7215.03,20,11544.05
485,10166,80,4,11717.49,5,44526.46
486,10166,69,4,56948.59,5,216404.64
487,10166,5,4,45012.76,0,180051.04
488,10166,10,2,3211.83,5,6102.48
489,10167,62,2,27280.39,0,54560.78
490,10167,78,2,41712.31,0,83424.62
491,10167,57,4,74313.55,15,252666.07
492,10167,4,4,68610.42,0,274441.68
493,10168,68,4,5926.86,15,20151.32
494,10168,70,4,25368.42,0,101473.68
495,10168,31,2,41939.36,15,71296.91
496,10168,74,3,7215.03,0,21645.09
497,10168,15,1,48371.9,15,41116.11
498,10169,43,3,6367.59,0,19102.77
499,10169,4,3,68610.42,0,205831.26
500,10169,30,1,73356.11,0,73356.11
501,10169,6,2,42422.85,0,84845.7
502,10170,9,3,21513.5,20,51632.4
503,10170,4,3,68610.42,5,195539.7
504,10170,49,3,6660.76,0,19982.28
505,10170,73,4,44580.95,20,142659.04
506,10170,37,4,44153.9,0,176615.6
507,10171,1,2,25532.82,5,48512.36
508,10172,60,4,57946.88,0,231787.52
509,10172,40,4,64503.11,5,245111.82
510,10172,52,3,38066.25,10,102778.88
511,10172,58,4,45357.34,0,181429.36
512,10172,12,4,69564.43,20,222606.18
513,10173,50,3,78187.47,5,222834.29
514,10173,5,3,45012.76,20,108030.62
515,10174,5,1,45012.76,5,42762.12
516,10174,32,3,3928.73,0,11786.19
517,10174,29,4,13582.79,0,54331.16
518,10175,76,4,23383.2,0,93532.8
519,10176,55,2,1301.86,5,2473.53
520,10176,57,1,74313.55,0,74313.55
521,10176,82,3,20173.39,0,60520.17
522,10176,73,4,44580.95,0,178323.8
523,10176,42,2,42140.16,0,84280.32
524,10177,76,4,23383.2,15,79502.88
525,10177,2,2,24026.09,0,48052.18
526,10177,45,1,24032.97,0,24032.97
527,10178,21,4,29687.86,5,112813.87
528,10178,87,2,10933.15,5,20772.98
529,10178,39,2,40202.17,0,80404.34
530,10178,41,3,41974.61,10,113331.45
531,10178,80,3,11717.49,10,31637.22
532,10179,45,3,24032.97,5,68493.96
533,10179,85,4,67336.99,0,269347.96
534,10179,39,3,40202.17,20,96485.21
535,10179,34,3,780.86,15,1991.19
536,10180,40,3,64503.11,20,154807.46
537,10180,10,3,3211.83,10,8671.94
538,10181,51,2,73536.22,20,117657.95
539,10182,32,3,3928.73,0,11786.19
540,10182,75,4,47863.6,0,191454.4
541,10182,29,3,13582.79,5,38710.95
542,10182,34,1,780.86,10,702.77
543,10182,87,2,10933.15,0,21866.3
544,10183,7,3,26454.53,10,71427.23
545,10183,54,2,52665.83,10,94798.49
546,10184,28,3,36893.28,0,110679.84
547,10184,32,2,3928.73,0,7857.46
548,10184,2,4,24026.09,0,96104.36
549,10184,8,2,67778.31,0,135556.62
550,10185,6,4,42422.85,0,169691.4
551,10185,39,3,40202.17,0,120606.51
552,10185,37,4,44153.9,0,176615.6
553,10185,44,4,45221.92,20,144710.14
554,10186,17,2,37326.72,0,74653.44
555,10186,32,1,3928.73,0,3928.73
556,10186,39,3,40202.17,10,108545.86
557,10186,56,3,60192.74,5,171549.31
558,10186,9,2,21513.5,15,36572.95
559,10187,29,1,13582.79,20,10866.23
560,10187,4,2,68610.42,15,116637.71
561,10187,46,1,79334.39,0,79334.39
562,10187,15,2,48371.9,15,82232.23
563,10187,60,3,57946.88,20,139072.51
564,10188,46,4,79334.39,0,317337.56
565,10188,43,3,6367.59,15,16237.35
566,10188,87,4,10933.15,0,43732.6
567,10188,72,4,10643.94,20,34060.61
568,10189,74,2,7215.03,0,14430.06
569,10190,47,3,7525.37,0,22576.11
570,10190,34,3,780.86,5,2225.45
571,10190,50,2,78187.47,0,156374.94
572,10191,29,3,13582.79,0,40748.37
573,10192,38,2,57789.31,0,115578.62
574,10192,53,2,54770.08,15,93109.14
575,10193,5,2,45012.76,0,90025.52
576,10193,40,4,64503.11,0,258012.44
577,10194,34,4,780.86,0,3123.44
578,10194,84,1,10882.39,0,10882.39
579,10195,30,4,73356.11,15,249410.77
580,10195,75,4,47863.6,10,172308.96
581,10195,87,4,10933.15,20,34986.08
582,10196,4,1,68610.42,10,61749.38
583,10196,84,3,10882.39,15,27750.09
584,10196,19,3,7933.73,5,22611.13
585,10196,75,1,47863.6,0,47863.6
586,10196,84,1,10882.39,15,9250.03
587,10197,57,3,74313.55,0,222940.65
588,10197,60,3,57946.88,0,173840.64
589,10197,5,3,45012.76,0,135038.28
590,10197,41,1,41974.61,0,41974.61
591,10198,69,3,56948.59,0,170845.77
592,10198,21,2,29687.86,20,47500.58
593,10199,79,3,11150.26,5,31778.24
594,10199,51,3,73536.22,0,220608.66
595,10199,58,3,45357.34,15,115661.22
596,10199,21,2,29687.86,0,59375.72
597,10199,18,2,20961.85,10,37731.33
598,10200,2,2,24026.09,0,48052.18
599,10200,18,3,20961.85,5,59741.27
600,10201,14,2,59762.99,0,119525.98
601,10201,2,2,24026.09,0,48052.18
602,10201,29,2,13582.79,0,27165.58
603,10201,53,4,54770.08,5,208126.3
604,10201,9,1,21513.5,15,18286.47
605,10202,59,3,26571.8,20,63772.32
606,10202,2,4,24026.09,20,76883.49
607,10202,55,2,1301.86,20,2082.98
608,10202,62,3,27280.39,20,65472.94
609,10203,32,1,3928.73,0,3928.73
610,10203,36,3,52759.78,0,158279.34
611,10203,8,1,67778.31,0,67778.31
612,10204,75,3,47863.6,20,114872.64
613,10204,63,2,31766.41,0,63532.82
614,10205,28,3,36893.28,15,94077.86
615,10206,6,2,42422.85,10,76361.13
616,10206,38,4,57789.31,0,231157.24
617,10207,3,1,37907.83,5,36012.44
618,10207,21,2,29687.86,15,50469.36
619,10207,17,3,37326.72,0,111980.16
620,10207,48,1,38106.61,5,36201.28
621,10207,53,3,54770.08,15,139663.7
622,10208,60,1,57946.88,20,46357.5
623,10208,61,4,4343.03,0,17372.12
624,10208,34,4,780.86,0,3123.44
625,10208,80,2,11717.49,0,23434.98
626,10208,7,4,26454.53,0,105818.12
627,10209,30,4,73356.11,0,293424.44
628,10209,87,4,10933.15,15,37172.71
629,10209,19,3,7933.73,10,21421.07
630,10209,9,2,21513.5,0,43027.0
631,10209,41,1,41974.61,20,33579.69
632,10210,44,4,45221.92,5,171843.3
633,10210,69,3,56948.59,15,145218.9
634,10210,33,2,67411.45,0,134822.9
635,10210,63,2,31766.41,15,54002.9
636,10210,25,4,45604.67,10,164176.81
637,10211,24,1,12235.29,0,12235.29
638,10212,12,1,69564.43,0,69564.43
639,10213,59,1,26571.8,0,26571.8
640,10213,45,4,24032.97,20,76905.5
641,10213,79,1,11150.26,15,9477.72
642,10213,10,4,3211.83,20,10277.86
643,10213,7,4,26454.53,0,105818.12
644,10214,81,2,33717.13,10,60690.83
645,10215,46,1,79334.39,10,71400.95
646,10215,80,3,11717.49,15,29879.6
647,10216,23,3,74783.92,15,190699.0
648,10216,15,4,48371.9,0,193487.6
649,10216,23,2,74783.92,0,149567.84
650,10217,50,3,78187.47,0,234562.41
651,10217,29,4,13582.79,0,54331.16
652,10217,21,1,29687.86,0,29687.86
653,10217,38,2,57789.31,0,115578.62
654,10218,49,2,6660.76,5,12655.44
655,10219,34,4,780.86,20,2498.75
656,10219,25,2,45604.67,15,77527.94
657,10219,1,2,25532.82,0,51065.64
658,10220,38,3,57789.31,5,164699.53
659,10220,3,3,37907.83,10,102351.14
660,10220,67,4,6901.24,10,24844.46
661,10221,75,3,47863.6,0,143590.8
662,10221,35,4,4882.99,0,19531.96
663,10221,22,1,59313.13,20,47450.5
664,10221,48,4,38106.61,20,121941.15
