order_id,customer_id,order_date,status,payment_mode,ship_city
10070,127,2023-10-11 20:05:00,Delivered,COD,Lucknow
10071,370,2024-09-14 09:49:00,Pending,UPI,Hyderabad
10072,106,2024-06-14 19:32:00,Delivered,NetBanking,Hyderabad
10073,331,2023-02-25 07:31:00,Delivered,CreditCard,Ahmedabad
10074,327,2024-08-31 02:33:00,Returned,UPI,Pune
10075,479,2023-11-21 04:24:00,Returned,COD,Kolkata
10076,188,2024-07-13 21:11:00,Cancelled,UPI,Bengaluru
10077,301,2023-03-11 00:16:00,Delivered,UPI,Kolkata
10078,260,2023-10-21 20:45:00,Delivered,NetBanking,Kolkata
10079,360,2024-02-16 02:40:00,Delivered,COD,Delhi
10080,143,2023-03-27 09:05:00,Delivered,CreditCard,Delhi
10081,275,2023-12-01 12:37:00,Shipped,Wallet,Mumbai
10082,159,2024-12-16 13:46:00,Pending,CreditCard,Bengaluru
10083,126,2023-03-30 13:07:00,Delivered,COD,Bengaluru
10084,159,2024-11-13 23:42:00,Shipped,UPI,Bengaluru
10085,363,2023-05-21 22:00:00,Delivered,DebitCard,Jaipur
10086,265,2025-03-12 23:16:00,Delivered,CreditCard,Hyderabad
10087,376,2023-05-01 00:21:00,Cancelled,DebitCard,Jaipur
10088,33,2023-09-27 22:36:00,Shipped,NetBanking,Ahmedabad
10089,262,2024-01-04 01:31:00,Returned,CreditCard,Pune
10090,81,2023-09-19 03:57:00,Delivered,Wallet,Mumbai
10091,117,2025-01-28 16:00:00,Delivered,UPI,Chennai
10092,24,2024-04-28 11:24:00,Pending,CreditCard,Bengaluru
10093,284,2025-04-02 22:47:00,Shipped,CreditCard,Pune
10094,128,2024-03-02 23:20:00,Delivered,UPI,Lucknow
10095,191,2023-05-03 16:43:00,Pending,CreditCard,Chennai
10096,412,2024-06-12 01:25:00,Delivered,NetBanking,Hyderabad
10097,397,2025-05-15 09:20:00,Delivered,NetBanking,Bengaluru
10098,189,2023-07-25 09:36:00,Cancelled,Wallet,Lucknow
10099,125,2024-04-20 11:37:00,Pending,CreditCard,Jaipur
10100,390,2025-03-26 07:09:00,Delivered,NetBanking,Bengaluru
10101,120,2024-07-08 11:40:00,Cancelled,UPI,Pune
10102,1,2025-02-16 21:24:00,Cancelled,Wallet,Hyderabad
10103,54,2023-07-30 16:15:00,Delivered,UPI,Delhi
10104,365,2023-10-14 02:02:00,Pending,COD,Kolkata
10105,359,2024-01-17 14:47:00,Delivered,UPI,Jaipur
10106,69,2024-10-14 12:04:00,Delivered,UPI,Kolkata
10107,340,2023-05-14 07:18:00,Delivered,DebitCard,Kolkata
10108,359,2025-05-01 23:20:00,Delivered,DebitCard,Chennai
10109,39,2023-07-27 04:49:00,Cancelled,UPI,Delhi
10110,55,2023-06-18 14:29:00,Delivered,UPI,Jaipur
10111,184,2025-02-27 06:28:00,Delivered,DebitCard,Mumbai
10112,47,2023-06-11 21:19:00,Cancelled,Wallet,Lucknow
10113,21,2023-08-09 10:09:00,Delivered,CreditCard,Pune
10114,203,2024-06-09 01:43:00,Delivered,CreditCard,Bengaluru
10115,488,2024-02-19 14:35:00,Shipped,CreditCard,Mumbai
10116,237,2023-04-15 04:07:00,Delivered,CreditCard,Delhi
10117,102,2025-04-23 12:23:00,Shipped,Wallet,Mumbai
10118,299,2024-08-23 08:58:00,Cancelled,UPI,Mumbai
10119,102,2024-10-23 14:51:00,Delivered,DebitCard,Mumbai
10120,22,2024-04-17 01:10:00,Pending,NetBanking,Kolkata
10121,255,2023-01-31 12:43:00,Delivered,DebitCard,Chennai
10122,466,2023-07-11 08:17:00,Delivered,CreditCard,Bengaluru
10123,315,2024-09-26 19:15:00,Shipped,NetBanking,Kolkata
10124,452,2024-07-17 15:03:00,Delivered,NetBanking,Delhi
10125,215,2023-07-24 20:56:00,Cancelled,CreditCard,Jaipur
10126,407,2023-01-20 12:50:00,Shipped,NetBanking,Jaipur
10127,401,2024-05-11 11:58:00,Delivered,DebitCard,Kolkata
10128,139,2023-07-04 00:20:00,Delivered,UPI,Hyderabad
10129,30,2025-04-08 15:33:00,Delivered,COD,Chennai
10130,499,2023-06-13 03:15:00,Shipped,DebitCard,Jaipur
10131,418,2025-03-21 23:03:00,Cancelled,CreditCard,Lucknow
10132,434,2025-03-27 12:22:00,Pending,CreditCard,Delhi
10133,122,2024-08-29 10:51:00,Shipped,DebitCard,Lucknow
10134,15,2024-12-21 22:22:00,Pending,COD,Delhi
10135,289,2023-07-12 15:34:00,Delivered,NetBanking,Bengaluru
10136,47,2023-02-27 07:38:00,Delivered,COD,Ahmedabad
10137,1,2023-12-06 19:12:00,Cancelled,DebitCard,Delhi
10138,471,2025-04-01 10:03:00,Delivered,COD,Delhi
10139,397,2023-04-24 16:55:00,Delivered,UPI,Pune
10140,361,2024-11-09 12:37:00,Delivered,DebitCard,Pune
10141,70,2023-06-11 23:27:00,Cancelled,NetBanking,Pune
10142,90,2024-12-25 17:44:00,Returned,COD,Pune
10143,115,2024-11-12 18:52:00,Delivered,DebitCard,Hyderabad
10144,66,2023-07-01 23:00:00,Pending,COD,Kolkata
10145,436,2025-02-28 18:02:00,Delivered,DebitCard,Lucknow
10146,114,2024-10-16 18:06:00,Pending,CreditCard,Pune
10147,382,2023-03-21 07:22:00,Pending,CreditCard,Mumbai
10148,421,2024-12-26 21:40:00,Shipped,DebitCard,Ahmedabad
10149,6,2023-09-29 06:15:00,Shipped,DebitCard,Hyderabad
10150,403,2023-04-21 23:00:00,Delivered,NetBanking,Kolkata
10151,497,2023-06-20 13:31:00,Returned,DebitCard,Jaipur
10152,193,2023-04-14 15:50:00,Returned,Wallet,Chennai
10153,84,2024-04-07 02:51:00,Cancelled,DebitCard,Bengaluru
10154,164,2023-09-25 03:04:00,Delivered,NetBanking,Delhi
10155,375,2023-03-18 17:57:00,Pending,DebitCard,Lucknow
10156,315,2024-05-09 22:01:00,Delivered,Wallet,Delhi
10157,311,2024-03-20 05:03:00,Delivered,CreditCard,Chennai
10158,210,2024-12-14 17:46:00,Pending,COD,Hyderabad
10159,339,2023-10-16 09:15:00,Delivered,NetBanking,Lucknow
10160,282,2025-05-10 15:09:00,Delivered,UPI,Kolkata
10161,45,2023-10-29 21:40:00,Shipped,CreditCard,Mumbai
10162,14,2023-07-31 05:40:00,Delivered,UPI,Ahmedabad
10163,433,2023-04-29 09:50:00,Delivered,NetBanking,Hyderabad
10164,47,2024-10-19 17:24:00,Delivered,NetBanking,Pune
10165,96,2024-04-01 01:16:00,Delivered,DebitCard,Chennai
10166,429,2023-10-03 18:03:00,Delivered,Wallet,Mumbai
10167,44,2024-11-15 11:51:00,Delivered,COD,Chennai
10168,284,2023-03-04 12:52:00,Delivered,COD,Ahmedabad
10169,294,2023-08-30 15:19:00,Delivered,Wallet,Bengaluru
10170,258,2024-08-07 16:51:00,Delivered,COD,Delhi
10171,62,2025-02-14 14:11:00,Pending,CreditCard,Chennai
10172,414,2023-07-17 04:02:00,Delivered,Wallet,Kolkata
10173,104,2025-04-22 20:09:00,Cancelled,DebitCard,Pune
10174,467,2025-01-14 02:05:00,Delivered,NetBanking,Jaipur
10175,167,2025-05-27 08:33:00,Delivered,UPI,Lucknow
10176,301,2024-06-19 13:07:00,Delivered,CreditCard,Lucknow
10177,302,2024-08-19 03:59:00,Delivered,UPI,Hyderabad
10178,445,2024-07-02 11:56:00,Delivered,NetBanking,Ahmedabad
10179,293,2024-09-15 15:02:00,Delivered,NetBanking,Delhi
10180,317,2024-09-15 21:44:00,Delivered,NetBanking,Pune
10181,354,2023-09-01 01:47:00,Delivered,DebitCard,Pune
10182,11,2023-12-12 09:19:00,Delivered,NetBanking,Mumbai
10183,498,2025-06-08 07:08:00,Delivered,Wallet,Ahmedabad
10184,397,2025-04-25 10:17:00,Shipped,COD,Mumbai
10185,97,2024-03-28 06:58:00,Cancelled,Wallet,Ahmedabad
10186,389,2024-06-12 11:52:00,Delivered,CreditCard,Mumbai
10187,160,2024-12-27 16:25:00,Delivered,COD,Lucknow
10188,15,2023-06-27 06:56:00,Cancelled,UPI,Chennai
10189,17,2024-04-12 01:58:00,Delivered,CreditCard,Hyderabad
10190,189,2025-04-23 14:32:00,Delivered,UPI,Bengaluru
10191,124,2024-01-17 15:38:00,Delivered,NetBanking,Lucknow
10192,283,2023-12-25 11:10:00,Cancelled,DebitCard,Mumbai
10193,146,2023-01-29 12:03:00,Delivered,COD,Chennai
10194,439,2023-08-15 20:14:00,Shipped,DebitCard,Kolkata
10195,263,2023-01-21 21:00:00,Delivered,CreditCard,Delhi
10196,308,2025-03-31 00:14:00,Delivered,DebitCard,Hyderabad
10197,217,2024-01-21 11:29:00,Delivered,NetBanking,Hyderabad
10198,347,2024-06-17 19:25:00,Delivered,UPI,Jaipur
10199,340,2025-05-13 11:35:00,Shipped,COD,Hyderabad
10200,153,2024-12-01 03:30:00,Delivered,DebitCard,Pune
10201,442,2023-10-11 08:41:00,Shipped,Wallet,Hyderabad
10202,97,2023-06-03 16:48:00,Delivered,UPI,Lucknow
10203,207,2024-11-07 10:43:00,Delivered,UPI,Ahmedabad
10204,152,2023-09-23 13:25:00,Delivered,UPI,Lucknow
10205,363,2024-08-08 06:21:00,Shipped,CreditCard,Jaipur
10206,327,2025-03-14 15:58:00,Pending,DebitCard,Jaipur
10207,154,2025-05-15 05:53:00,Shipped,COD,Delhi
10208,151,2023-04-10 15:08:00,Shipped,Wallet,Jaipur
10209,391,2023-07-07 21:57:00,Delivered,UPI,Chennai
10210,182,2023-08-17 23:55:00,Delivered,DebitCard,Pune
10211,134,2024-08-22 09:29:00,Returned,NetBanking,Bengaluru
10212,444,2024-10-11 18:37:00,Pending,UPI,Ahmedabad
10213,456,2023-07-19 16:07:00,Returned,NetBanking,Jaipur
10214,153,2024-02-28 01:55:00,Returned,CreditCard,Chennai
10215,176,2024-02-24 18:57:00,Pending,NetBanking,Delhi
10216,162,2025-06-02 22:11:00,Cancelled,NetBanking,Pune
10217,324,2023-07-01 10:40:00,Delivered,NetBanking,Hyderabad
10218,108,2025-02-18 05:36:00,Cancelled,NetBanking,Mumbai
10219,67,2024-09-21 13:40:00,Delivered,NetBanking,Ahmedabad
10220,197,2023-01-05 01:34:00,Delivered,DebitCard,Bengaluru
10221,457,2023-11-26 16:12:00,Delivered,UPI,Chennai
10222,116,2024-12-11 11:19:00,Delivered,NetBanking,Jaipur
10223,302,2023-11-10 05:04:00,Cancelled,DebitCard,Hyderabad
10224,234,2025-01-15 16:38:00,Delivered,NetBanking,Delhi
10225,176,2024-05-16 11:48:00,Delivered,NetBanking,Bengaluru
10226,117,2023-08-18 23:08:00,Delivered,UPI,Lucknow
10227,259,2023-06-23 03:23:00,Shipped,UPI,Kolkata
10228,449,2024-10-17 08:49:00,Delivered,UPI,Lucknow
10229,25,2024-11-08 03:41:00,Cancelled,UPI,Mumbai
10230,214,2024-03-30 12:07:00,Delivered,NetBanking,Delhi
10231,106,2024-12-12 21:40:00,Delivered,NetBanking,Mumbai
10232,340,2024-06-16 08:39:00,Shipped,CreditCard,Kolkata
10233,426,2023-04-18 16:46:00,Shipped,DebitCard,Mumbai
10234,402,2023-04-19 15:12:00,Shipped,DebitCard,Jaipur
10235,499,2023-07-26 11:45:00,Delivered,CreditCard,Bengaluru
10236,281,2024-05-23 06:44:00,Pending,DebitCard,Chennai
10237,2,2023-01-14 21:05:00,Pending,COD,Ahmedabad
10238,77,2023-04-03 16:04:00,Shipped,UPI,Hyderabad
10239,330,2023-08-25 14:18:00,Delivered,UPI,Mumbai
10240,417,2023-06-28 01:54:00,Delivered,Wallet,Pune
10241,219,2025-01-26 03:06:00,Returned,UPI,Bengaluru
10242,437,2023-05-22 21:41:00,Delivered,DebitCard,Ahmedabad
10243,490,2024-09-28 08:56:00,Shipped,DebitCard,Pune
10244,94,2023-04-27 12:25:00,Pending,DebitCard,Kolkata
10245,354,2025-05-21 15:51:00,Delivered,CreditCard,Mumbai
10246,68,2024-12-13 23:03:00,Pending,CreditCard,Mumbai
10247,214,2024-08-27 15:51:00,Delivered,NetBanking,Delhi
10248,313,2024-01-24 11:39:00,Delivered,Wallet,Delhi
10249,248,2024-05-14 03:56:00,Delivered,UPI,Mumbai
10250,134,2024-11-01 10:00:00,Shipped,Wallet,Jaipur
10251,393,2025-01-31 18:46:00,Delivered,Wallet,Pune
10252,266,2024-06-19 22:44:00,Shipped,NetBanking,Chennai
10253,247,2023-12-21 21:43:00,Shipped,CreditCard,Jaipur
10254,457,2024-09-19 01:00:00,Shipped,CreditCard,Jaipur
10255,435,2024-04-25 15:55:00,Delivered,NetBanking,Pune
10256,124,2023-12-05 08:03:00,Delivered,COD,Kolkata
10257,207,2025-04-16 07:05:00,Delivered,COD,Ahmedabad
10258,46,2025-05-27 15:28:00,Delivered,NetBanking,Bengaluru
10259,53,2024-02-18 13:02:00,Delivered,UPI,Mumbai
10260,406,2024-09-10 19:40:00,Delivered,COD,Jaipur
10261,106,2024-11-01 21:29:00,Pending,DebitCard,Bengaluru
10262,419,2023-08-17 14:21:00,Delivered,COD,Lucknow
10263,243,2025-01-03 21:23:00,Shipped,UPI,Mumbai
10264,389,2024-11-05 07:00:00,Delivered,Wallet,Hyderabad
10265,281,2024-06-18 11:44:00,Delivered,CreditCard,Ahmedabad
10266,72,2025-04-21 22:47:00,Shipped,UPI,Hyderabad
10267,313,2023-07-20 06:07:00,Pending,NetBanking,Chennai
10268,235,2025-04-24 06:45:00,Delivered,NetBanking,Bengaluru
10269,475,2024-10-10 21:37:00,Delivered,NetBanking,Ahmedabad
10270,338,2024-08-26 16:08:00,Pending,UPI,Jaipur
10271,377,2023-02-19 17:59:00,Delivered,COD,Ahmedabad
10272,474,2024-06-04 05:44:00,Delivered,Wallet,Delhi
10273,54,2024-02-01 21:38:00,Shipped,DebitCard,Jaipur
10274,452,2024-01-29 13:38:00,Pending,CreditCard,Hyderabad
10275,204,2023-12-18 09:28:00,Cancelled,CreditCard,Kolkata
10276,309,2024-12-17 23:32:00,Delivered,Wallet,Jaipur
10277,441,2023-11-18 22:47:00,Pending,Wallet,Chennai
10278,103,2023-08-03 19:45:00,Delivered,DebitCard,Delhi
10279,364,2024-10-27 05:32:00,Delivered,Wallet,Pune
10280,364,2023-04-29 11:35:00,Delivered,COD,Kolkata
10281,346,2025-02-04 17:18:00,Returned,NetBanking,Bengaluru
10282,268,2023-04-20 00:24:00,Delivered,Wallet,Bengaluru
10283,103,2023-10-01 05:18:00,Shipped,CreditCard,Bengaluru
10284,354,2025-03-14 09:13:00,Cancelled,UPI,Pune
10285,417,2024-04-08 03:39:00,Returned,Wallet,Jaipur
10286,443,2023-08-18 23:41:00,Delivered,CreditCard,Jaipur
10287,402,2025-03-26 22:18:00,Shipped,UPI,Kolkata
10288,199,2024-03-02 21:20:00,Pending,UPI,Bengaluru
10289,381,2023-09-15 06:39:00,Returned,NetBanking,Chennai
10290,467,2024-10-10 22:45:00,Shipped,COD,Jaipur
10291,379,2024-09-09 06:49:00,Shipped,CreditCard,Hyderabad
10292,230,2023-07-01 21:04:00,Delivered,CreditCard,Jaipur
10293,62,2024-01-22 01:27:00,Delivered,DebitCard,Delhi
10294,83,2024-08-21 08:00:00,Delivered,Wallet,Delhi
10295,21,2023-06-07 10:38:00,Delivered,Wallet,Lucknow
10296,432,2024-11-08 09:31:00,Cancelled,COD,Pune
10297,38,2025-03-13 22:20:00,Delivered,CreditCard,Jaipur
10298,35,2025-03-16 16:10:00,Delivered,COD,Kolkata
10299,48,2023-12-24 07:56:00,Delivered,DebitCard,Pune
10300,185,2023-10-28 06:48:00,Shipped,NetBanking,Jaipur
10301,422,2025-02-09 20:00:00,Delivered,DebitCard,Ahmedabad
10302,124,2024-10-19 19:58:00,Shipped,UPI,Pune
10303,196,2025-03-26 03:24:00,Delivered,Wallet,Hyderabad
10304,13,2024-06-13 11:32:00,Cancelled,NetBanking,Ahmedabad
10305,23,2023-10-31 20:12:00,Delivered,UPI,Mumbai
10306,86,2025-03-02 17:34:00,Delivered,UPI,Chennai
10307,344,2024-10-06 06:55:00,Shipped,UPI,Chennai
10308,276,2025-04-28 22:56:00,Pending,NetBanking,Mumbai
10309,383,2024-12-03 04:01:00,Delivered,DebitCard,Bengaluru
10310,45,2023-03-17 01:11:00,Cancelled,COD,Mumbai
10311,295,2025-04-21 07:58:00,Delivered,NetBanking,Ahmedabad
10312,323,2024-02-19 13:20:00,Delivered,Wallet,Mumbai
10313,274,2023-01-07 20:46:00,Shipped,Wallet,Lucknow
10314,24,2024-12-18 02:22:00,Pending,UPI,Hyderabad
10315,403,2024-12-03 09:38:00,Delivered,NetBanking,Kolkata
10316,203,2025-04-21 21:01:00,Delivered,COD,Chennai
10317,70,2025-02-03 12:50:00,Cancelled,COD,Hyderabad
10318,492,2024-10-11 04:19:00,Shipped,Wallet,Pune
10319,491,2023-01-12 17:55:00,Delivered,UPI,Bengaluru
10320,3,2024-08-09 19:25:00,Delivered,UPI,Hyderabad
10321,108,2025-02-05 23:57:00,Shipped,CreditCard,Kolkata
10322,464,2024-10-23 16:09:00,Delivered,CreditCard,Lucknow
10323,428,2023-09-16 06:07:00,Delivered,COD,Bengaluru
10324,436,2025-02-08 17:29:00,Shipped,UPI,Hyderabad
10325,344,2023-03-10 08:06:00,Delivered,COD,Ahmedabad
10326,488,2023-12-05 11:08:00,Shipped,CreditCard,Mumbai
10327,146,2024-09-26 02:57:00,Delivered,NetBanking,Ahmedabad
10328,169,2024-09-23 21:19:00,Shipped,CreditCard,Lucknow
10329,291,2024-01-09 10:27:00,Delivered,DebitCard,Chennai
10330,403,2023-08-15 22:47:00,Shipped,DebitCard,Pune
10331,69,2024-11-26 23:21:00,Returned,NetBanking,Ahmedabad
10332,184,2025-03-04 09:31:00,Delivered,CreditCard,Lucknow
10333,42,2025-05-11 08:54:00,Cancelled,COD,Chennai
10334,135,2025-01-21 20:04:00,Shipped,UPI,Jaipur
10335,324,2023-02-01 18:37:00,Delivered,COD,Chennai
10336,465,2023-02-07 17:16:00,Delivered,COD,Ahmedabad
10337,335,2025-03-04 04:23:00,Delivered,COD,Hyderabad
10338,69,2024-04-20 16:32:00,Delivered,DebitCard,Jaipur
10339,6,2024-11-09 07:54:00,Pending,COD,Delhi
10340,388,2024-06-10 04:28:00,Delivered,COD,Lucknow
10341,338,2025-06-12 04:47:00,Shipped,DebitCard,Bengaluru
10342,113,2025-02-18 15:14:00,Delivered,DebitCard,Chennai
10343,22,2024-11-15 06:33:00,Pending,DebitCard,Kolkata
10344,241,2024-04-10 01:02:00,Pending,DebitCard,Mumbai
10345,361,2024-06-17 20:53:00,Delivered,Wallet,Hyderabad
10346,297,2024-07-11 18:11:00,Delivered,NetBanking,Pune
10347,301,2024-10-31 02:33:00,Delivered,CreditCard,Jaipur
10348,208,2023-12-28 11:31:00,Cancelled,COD,Bengaluru
10349,257,2023-05-23 14:10:00,Delivered,COD,Hyderabad
10350,109,2023-06-03 05:10:00,Delivered,Wallet,Mumbai
10351,339,2023-08-24 13:51:00,Delivered,UPI,Ahmedabad
10352,346,2024-05-05 15:13:00,Delivered,Wallet,Kolkata
10353,12,2023-09-07 01:08:00,Delivered,CreditCard,Delhi
10354,323,2024-06-08 01:57:00,Delivered,UPI,Delhi
10355,133,2023-07-04 16:25:00,Delivered,COD,Bengaluru
10356,450,2025-01-06 23:42:00,Cancelled,UPI,Chennai
10357,230,2024-09-13 15:55:00,Delivered,CreditCard,Kolkata
10358,308,2023-05-27 18:52:00,Cancelled,COD,Jaipur
10359,136,2023-06-21 23:43:00,Delivered,NetBanking,Lucknow
10360,303,2023-03-12 07:24:00,Delivered,UPI,Bengaluru
10361,104,2024-06-19 16:43:00,Delivered,CreditCard,Lucknow
10362,50,2023-07-01 15:57:00,Shipped,UPI,Jaipur
10363,258,2025-02-09 03:05:00,Delivered,CreditCard,Lucknow
10364,277,2025-04-27 00:57:00,Pending,Wallet,Kolkata
10365,268,2024-03-06 11:55:00,Delivered,COD,Kolkata
10366,118,2025-04-01 15:50:00,Cancelled,DebitCard,Lucknow
10367,412,2025-01-29 22:36:00,Delivered,CreditCard,Hyderabad
10368,245,2025-02-23 07:58:00,Returned,DebitCard,Lucknow
10369,449,2024-07-10 13:16:00,Delivered,Wallet,Bengaluru
10370,296,2024-06-19 03:33:00,Delivered,Wallet,Chennai
10371,353,2025-04-03 10:26:00,Delivered,CreditCard,Kolkata
10372,334,2024-08-22 08:16:00,Returned,NetBanking,Lucknow
10373,188,2024-09-18 08:43:00,Delivered,CreditCard,Kolkata
10374,283,2025-03-13 17:30:00,Delivered,COD,Jaipur
10375,248,2023-09-17 09:36:00,Delivered,Wallet,Kolkata
10376,377,2023-05-22 21:07:00,Shipped,NetBanking,Delhi
10377,52,2023-08-08 16:25:00,Cancelled,COD,Lucknow
10378,357,2024-12-01 22:03:00,Delivered,Wallet,Bengaluru
10379,412,2023-04-04 04:30:00,Pending,NetBanking,Mumbai
10380,33,2023-09-27 07:23:00,Delivered,UPI,Kolkata
10381,477,2024-02-15 19:41:00,Delivered,Wallet,Lucknow
10382,30,2025-03-03 05:40:00,Delivered,UPI,Chennai
10383,436,2024-11-03 16:18:00,Delivered,COD,Jaipur
10384,265,2024-12-16 07:39:00,Delivered,UPI,Pune
10385,123,2024-11-01 00:10:00,Delivered,DebitCard,Kolkata
10386,181,2024-11-16 12:25:00,Delivered,COD,Bengaluru
10387,378,2024-12-21 02:58:00,Delivered,DebitCard,Jaipur
10388,469,2024-08-19 11:22:00,Pending,DebitCard,Chennai
10389,311,2023-07-19 14:59:00,Delivered,UPI,Hyderabad
10390,90,2024-02-21 16:06:00,Delivered,COD,Hyderabad
10391,175,2023-04-30 16:16:00,Returned,COD,Hyderabad
10392,356,2024-03-29 12:36:00,Delivered,CreditCard,Pune
10393,493,2025-03-05 14:43:00,Delivered,COD,Bengaluru
10394,247,2023-04-30 08:04:00,Delivered,CreditCard,Chennai
10395,410,2023-11-20 13:22:00,Delivered,UPI,Hyderabad
10396,128,2023-10-22 02:25:00,Shipped,DebitCard,Mumbai
10397,284,2023-07-02 15:20:00,Delivered,COD,Hyderabad
10398,94,2025-02-03 21:59:00,Pending,NetBanking,Chennai
10399,121,2025-01-23 07:55:00,Delivered,CreditCard,Chennai
10400,428,2023-09-13 19:22:00,Delivered,UPI,Mumbai
10401,472,2023-03-22 21:42:00,Delivered,UPI,Jaipur
10402,491,2023-02-13 15:23:00,Shipped,NetBanking,Lucknow
10403,445,2023-10-09 15:11:00,Pending,COD,Hyderabad
10404,204,2023-08-16 18:08:00,Delivered,NetBanking,Ahmedabad
10405,482,2024-07-07 01:32:00,Delivered,Wallet,Delhi
10406,235,2023-05-04 22:33:00,Delivered,Wallet,Bengaluru
10407,7,2024-11-21 06:24:00,Delivered,DebitCard,Pune
10408,314,2025-06-01 08:11:00,Delivered,CreditCard,Hyderabad
10409,242,2024-09-19 10:23:00,Delivered,NetBanking,Chennai
10410,215,2024-12-18 11:23:00,Returned,DebitCard,Ahmedabad
